id,employer,date,start_time,end_time,location,website,audience,programs,description
2306,Genesys Telecommunications Laboratories Inc.,"February 12, 2014",5:00 PM,7:00 PM,DC 1301,,Co-op and Graduating Students,"MATH - Computer Science, ENG - Software, ENG - Computer","Join Genesys and save the world from bad customer service! Genesys is the world\'s leading provider of customer service and contact software - with more than 2,000 customers in 80 countries. On February 12th, from 5-7pm in the Davis Center Fishbowl, we invite co-op students of all levels to come out to this information session where you will have the opportunity to ask current and past co-ops as well as employers and current engineers about the different positions that are available. Please RSVP soon; pizza and drinks will be provided and swag will be given out."
2331,Rl Solutions,"February 12, 2014",7:30 PM,9:00 PM,DC 1301,www.rlsolutions.com,Co-op and Graduating Students,"ALL - ARTS faculty, ALL - SCI faculty, ALL - MATH faculty, ALL - ENV faculty, ALL - ENG faculty","RL Solutions is a healthcare software company where good people are doing great things. We invite co-op students and new graduates to join us to see what it is like to be a part of the RL team. You\'ll have the opportunity to hear from and speak with previous and current co-op students as well as other full-time staff. Plus, we have some amazing giveaways and tasty snacks. We hope you can join us!"
2374,Nascent,"February 13, 2014",12:30 PM,2:30 PM,SCH - Laurel Room,www.nascentdigital.com,Co-op Students,"MATH - Computer Science, ENG - Computer",
2232,Infusion,"February 13, 2014",5:00 PM,7:00 PM,TC 2218,www.infusion.com,Co-op and Graduating Students,"MATH - Computer Science, ENG - Computer",
2398,ModiFace,"February 14, 2014",11:30 AM,1:30 PM,DC - 1301,modiface.com,Co-op and Graduating Students,"MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Electrical, ENG - Computer",
2414,The Jonah Group **CANCELLED**,"February 25, 2014",5:30 PM,7:00 PM,DC 1301,www.jonahgroup.com,Co-op and Graduating Students,"MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Computer","Come find out what life is like at the Jonah Group. You\'ll have a chance to learn more about our business, work culture, what makes us unique (aka the people) and the life of a developer at Jonah. Here\'s a chance to schmooze with us and see if we are a good fit for you. Drinks and pizza will be provided."
2389,Architech,"February 26, 2014",11:30 AM,1:30 PM,TC 2218,www.architech.ca,Co-op and Graduating Students,"MATH - Computer Science, ENG - Software, ENG - Computer","Perks of working at Architech:  Check us out at architech.ca, and discover more about how we bring great ideas to life, faster."
2387,Grip Limited,"February 27, 2014",11:30 AM,1:30 PM,DC 1301,www.griplimited.com,Co-op and Graduating Students,"MATH - Math & Business, MATH - Computer Science, MATH - Business Administration, ENG - Computer",
2402,CH2M Hill Ltd.,"February 27, 2014",11:30 AM,1:30 PM,SCH - Laurel Room,www.ch2mhill.com,Co-op and Graduating Students,"ENG - Mechanical, ENG - Environmental, ENG - Civil, ENG - Chemical","CH2M HILL is looking forward to seeing you at our info session event. This is an opportunity for you to learn more about CH2M HILL and the exciting career opportunities we have to offer; including fulltime, internship and co-op positions. Stop by and meet our CH2M HILL representatives!"
2412,Yahoo,"March 4, 2014",11:30 AM,1:30 PM,DC 1302,www.careers.yahoo.com,Co-op and Graduating Students,"MATH - Information Technology Management, MATH - Computer Science, ENG - System Design, ENG - Software, ENG - Computer","Yahoo: Insane Scalability. At Yahoo we deal with tons of traffic and data. We need to move fast, with quality. At this talk we will cover Yahoo Advertising and Data Platforms - our architecture and how we address various problems that arise with high traffic and data volume. You will have the opportunity to talk to engineers and recruiters about internships and full-time opportunities. Bring a resume! Lunch provided."
2376,Deloitte,"March 4, 2014",4:30 PM,6:30 PM,SCH - Festival Room,,Co-op Students,CA - Chartered Accounting,
2288,Toyota,"March 6, 2014",4:00 PM,8:00 PM,"Sedra Student Design Centre, E5-1001",www.tmmc.ca,Co-op and Graduating Students,"ALL - SCI faculty, ALL - MATH faculty, ALL - ENV faculty, ALL - ENG faculty, ALL - ARTS faculty, ALL - AHS faculty","To all UWaterloo Co-op and Graduating students, come and join us in an informal networking session and get to know some team members from Toyota Motor Manufacturing Inc. (TMMC): We will have a number of former UW Co-op students and recruitment team members, to meet with you and chat about TMMC Co-op work terms and the opportunities that await you upon graduation."
2408,Rogers Ventures **CANCELLED**,"March 11, 2014",4:00 PM,5:00 PM,SCH - Laurel Room,www.vicinityrewards.ca,Co-op and Graduating Students,"CA - Chartered Accounting, CA - Accounting, ARTS - Accounting & Financial Management, ARTS - Arts & Business",
2390,TransCanada,"March 13, 2014",5:30 PM,7:30 PM,Engineering 5 - Room 3102 (LiveLink),http://transcanada.com/,Co-op Students,ALL - ENG faculty,
2435,Centerline (Windsor) Limited,"March 21, 2014",11:30 AM,1:30 PM,TC 2218,www.cntrline.com,Graduating Students,"ENG - Mechatronics, ENG - Mechanical, ENG - Electrical","Attention Engineering students (Mechanical, Weld, Electrical) and Materials Science students - come and join Centerline (Windsor) Limited for an information and networking session. You will have the opportunity to learn about our company and talk about coop work terms and full time careers that are available. Pizza and refreshments will be served."
2422,PwC,"March 24, 2014",5:00 PM,7:00 PM,TC 2218,www.pwc.com,Co-op Students,"CA - Chartered Accounting, CA - Accounting, ARTS - Financial Management","The opportunity of a lifetime. Your career is just that, yours. You choose it. You live it. You make it happen. To get the best from it, you need the best opportunities. That\'s why opportunities are at the heart of PwC careers. Opportunities to grow as an individual, to work flexibly, to build lasting relationships and make an impact in a place where people, quality and value mean everything. If you\'re in your first or second year of an undergraduate business program looking to specialize in accounting, then this is your opportunity of a lifetime. Apply now to experience PwC\'s Talent Academy held June 16-18, 2014. We guarantee that this event will help you shine during fall CPA recruiting. This is an opportunity to connect with our people from our CEO and leadership partners, to our staff from offices across Canada during our networking events and fun activities. Sharpen your leadership, teamwork and communication skills via experiential learning activities, interactive workshops and team-based challenges. "
2413,KPMG LLP,"March 25, 2014",5:00 PM,7:00 PM,SCH - Festival Room,,Co-op Students,"CA - Chartered Accounting, CA - Accounting, ARTS - Financial Management","Executive Look is an exclusive event hosted at our downtown Toronto office that connects today\'s best and brightest student leaders to members of KPMG\'s executive management teams. It is available to top students nationally; and if selected, you will be introduced to our functions, the programs we offer, KPMG executives and you will get the opportunity to participate in interactive workshops, team activities and roundtable discussions. By participating in Executive Look you can cultivate relationships with top students from across Canada and with KPMG professionals. By immersing yourself in the event you will get an inside look at what a career with KPMG may hold, and find that it\'s a great place for you to discover your potential."
2425,CIBC Technology,"March 25, 2014",7:30 PM,9:00 PM,DC 1301,www.cibc.com/careers,Graduating Students,"ALL - MATH faculty, ALL - ENG faculty",Attention Math and Engineering graduating students - come and meet CIBC\'s Distribution Technology & Channel Strategy team and learn about our Mobile Developer new graduate opportunities!
2437,RDA Insurance,"March 26, 2014",11:30 AM,1:30 PM,TC 2218,www.rdainsurance.com,Graduating Students,"SCI - Science & Business, MATH - Mathematical Economics, MATH - Business Administration, ARTS - Arts & Business, ALL - ARTS faculty",
2438,Maluuba,"March 27, 2014",7:30 PM,9:00 PM,TC 2218,http://www.maluuba.com/,Co-op and Graduating Students,"MATH - Computer Science, ALL - MATH faculty, ENG - System Design, ENG - Software, ALL - ENG faculty","At Maluuba, we\'re developing revolutionary search technology at the forefront of the Natural Language Processing (NLP) movement used by millions of people around the world. We solve new problems every day in a fun, fast-paced environment. The atmosphere is friendly and lighthearted while remaining productive. If you look around our office, you\'ll see lots of food and drinks alongside a huge variety of the latest gadgets and devices. When we\'re not heads-down and hard at work, our employees often play ping-pong or foosball in the office. We even have weekly Maluuba soccer games and movie nights.  As a Software Engineer, you will directly impact our core products and services and will be working in either (i) Labs/Mobile, (ii) Platform, (iii) NLP, or (iv) Machine Learning, depending on your background and experience. Come join us and help invent the future!"
