Exam,Section(s),Day,Date,Start,Finish,Location,,,,,,,,
KIN 121,001,Saturday,"December 19, 2015",4:00 PM,6:30 PM,CIF2 A-M,,,,,,,,
KIN 155,001,Friday,"December 18, 2015",9:00 AM,11:30 AM,"DC 1350,1351",,,,,,,,
KIN 217,001,Thursday,"December 10, 2015",4:00 PM,6:30 PM,"PAC 6,7,8,11",,,,,,,,
KIN 301,001,Monday,"December 14, 2015",9:00 AM,11:30 AM,"MC 2017,2054",,,,,,,,
KIN 343,001,Wednesday,"December 9, 2015",9:00 AM,11:30 AM,RCH 306,,,,,,,,
KIN 346,001,Tuesday,"December 15, 2015",4:00 PM,6:00 PM,"M3 1006, MC 4020,4021,4045",,,,,,,,
KIN 357,001,Monday,"December 21, 2015",7:30 PM,9:30 PM,MC 4021,,,,,,,,
KIN 405,001,Monday,"December 21, 2015",9:00 AM,11:30 AM,"RCH 103,105",,,,,,,,
KIN 407,001,Friday,"December 11, 2015",9:00 AM,11:30 AM,M3 1006,,,,,,,,
KIN 416,001,Wednesday,"December 16, 2015",12:30 PM,2:30 PM,RCH 207,,,,,,,,
KIN 422,001,Thursday,"December 17, 2015",4:00 PM,6:30 PM,"CIF1 Y,Z",,,,,,,,
KIN 428,001,Friday,"December 18, 2015",12:30 PM,3:00 PM,M3 1006,,,,,,,,
KIN 456,001,Tuesday,"December 8, 2015",12:30 PM,3:00 PM,PAC 11,,,,,,,,
KIN 656,001,Tuesday,"December 8, 2015",12:30 PM,3:00 PM,PAC 11,,,,,,,,
KOREA 101R,"001,002",Tuesday,"December 22, 2015",12:30 PM,3:00 PM,"MC 4020,4021,4040",,,,,,,,
LAT 101,"001,002",Friday,"December 18, 2015",7:30 PM,9:30 PM,MC 1085,,,,,,,,
LAT 201,001,Friday,"December 11, 2015",7:30 PM,9:30 PM,RCH 205,,,,,,,,
LS 101,002,Monday,"December 14, 2015",4:00 PM,6:00 PM,STJ 1036,,,,,,,,
LS 101,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
LS 206,001,Tuesday,"December 15, 2015",12:30 PM,2:30 PM,MC 4020,,,,,,,,
LS 221,001,Wednesday,"December 16, 2015",9:00 AM,11:00 AM,"HH 1101,1102",,,,,,,,
LS 227,001,Friday,"December 18, 2015",9:00 AM,11:00 AM,"MC 2017,2054",,,,,,,,
LS 228,001,Tuesday,"December 8, 2015",9:00 AM,11:30 AM,RCH 302,,,,,,,,
LS 271,001,Thursday,"December 17, 2015",12:30 PM,3:00 PM,AL 116,,,,,,,,
LS 271,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
LS 280,001,Wednesday,"December 16, 2015",7:30 PM,10:00 PM,RCH 302,,,,,,,,
LS 291,001,Monday,"December 14, 2015",7:30 PM,10:00 PM,STJ 2011,,,,,,,,
LS 300,001,Tuesday,"December 8, 2015",12:30 PM,3:00 PM,EV3 1408,,,,,,,,
LS 306,001,Wednesday,"December 9, 2015",12:30 PM,2:30 PM,PAS 1241,,,,,,,,
LS 403,"001,002",Tuesday,"December 8, 2015",4:00 PM,6:30 PM,AL 208,,,,,,,,
MATBUS 470,001,Thursday,"December 10, 2015",12:30 PM,3:00 PM,PAC 11,,,,,,,,
MATBUS 471,001,Tuesday,"December 15, 2015",7:30 PM,10:00 PM,PAC 6,,,,,,,,
MATH 103,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
MATH 104,001,Friday,"December 18, 2015",7:30 PM,10:00 PM,DC 1351,,,,,,,,
MATH 106,001,Saturday,"December 19, 2015",12:30 PM,3:00 PM,"MC 4045,4058",,,,,,,,
MATH 109,001 to 003,Wednesday,"December 9, 2015",12:30 PM,3:00 PM,"PAC 1,2,3,4",,,,,,,,
MATH 114,"001,002",Friday,"December 18, 2015",9:00 AM,11:30 AM,"RCH 301,302,305,306",,,,,,,,
MATH 115,001 to 007,Monday,"December 14, 2015",12:30 PM,3:00 PM,"PAC 1,2,3,4,5,6,9,11",,,,,,,,
MATH 116,001 to 008,Tuesday,"December 8, 2015",12:30 PM,3:00 PM,"PAC 1,2,3,4,5,6,7,8",,,,,,,,
MATH 117,001 to 005,Tuesday,"December 8, 2015",4:00 PM,6:30 PM,"PAC 1,2,3,4,5,6,9",,,,,,,,
MATH 124,001,Monday,"December 14, 2015",4:00 PM,6:30 PM,"DC 1350,1351",,,,,,,,
MATH 127,"001 to 003,005,006,008",Monday,"December 21, 2015",12:30 PM,3:00 PM,"CIF1 A-Z, CIF2 A-M",,,,,,,,
MATH 127,004,Monday,"December 21, 2015",12:30 PM,3:00 PM,DC 1351,,,,,,,,
MATH 127,007,Monday,"December 21, 2015",12:30 PM,3:00 PM,MC 4021,,,,,,,,
MATH 127,009,Monday,"December 21, 2015",12:30 PM,3:00 PM,MC 4045,,,,,,,,
MATH 127,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
MATH 128,001,Monday,"December 21, 2015",12:30 PM,3:00 PM,M3 1006,,,,,,,,
MATH 128,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
MATH 135,001 to 018,Monday,"December 14, 2015",9:00 AM,11:30 AM,"PAC 1,2,3,4,5,6,7,8,9,10,11",,,,,,,,
MATH 135,"019 to 022,024,025,026",Monday,"December 14, 2015",9:00 AM,11:30 AM,CIF1 A-X,,,,,,,,
MATH 135,023,Monday,"December 14, 2015",9:00 AM,11:30 AM,MC 1085,,,,,,,,
MATH 136,001 to 003,Wednesday,"December 16, 2015",9:00 AM,11:30 AM,CIF1 A-Q,,,,,,,,
MATH 136,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
MATH 137,"001 to 004,006,007,009",Thursday,"December 10, 2015",9:00 AM,11:30 AM,"PAC 1,2,3,4,5,6,7,8,9,10,11",,,,,,,,
MATH 137,"005,008",Thursday,"December 10, 2015",9:00 AM,11:30 AM,"MC 1085,4020,4021,4045,4059,4061",,,,,,,,
MATH 137,010,Thursday,"December 10, 2015",9:00 AM,11:30 AM,DC 1350,,,,,,,,
MATH 138,001 to 003,Thursday,"December 10, 2015",12:30 PM,3:00 PM,"PAC 6,7,8,9",,,,,,,,
MATH 145,001,Monday,"December 14, 2015",4:00 PM,6:30 PM,"MC 2017,2054",,,,,,,,
MATH 147,001,Thursday,"December 10, 2015",9:00 AM,11:30 AM,"MC 2017,2054",,,,,,,,
MATH 207,001,Monday,"December 14, 2015",4:00 PM,6:30 PM,RCH 204,,,,,,,,
MATH 215,001,Monday,"December 21, 2015",9:00 AM,11:30 AM,"MC 4059,4061",,,,,,,,
MATH 217,001,Thursday,"December 17, 2015",4:00 PM,6:30 PM,MC 1085,,,,,,,,
MATH 218,001,Tuesday,"December 15, 2015",12:30 PM,3:00 PM,MC 1085,,,,,,,,
MATH 225,001,Friday,"December 18, 2015",7:30 PM,10:00 PM,MC 4061,,,,,,,,
MATH 227,001,Saturday,"December 12, 2015",12:30 PM,3:00 PM,"MC 4020,4021",,,,,,,,
MATH 228,001,Tuesday,"December 22, 2015",12:30 PM,3:00 PM,M3 1006,,,,,,,,
MATH 229,001,Tuesday,"December 15, 2015",7:30 PM,10:00 PM,PAC 5,,,,,,,,
MATH 235,001 to 005,Wednesday,"December 16, 2015",12:30 PM,3:00 PM,"PAC 4,5,6,7,11",,,,,,,,
MATH 237,001 to 005,Thursday,"December 10, 2015",4:00 PM,6:30 PM,"PAC 1,2,3,4,5",,,,,,,,
MATH 239,001 to 004,Saturday,"December 19, 2015",4:00 PM,6:30 PM,CIF1 A-X,,,,,,,,
MATH 245,001,Wednesday,"December 9, 2015",4:00 PM,6:30 PM,PAC 3,,,,,,,,
MATH 247,001,Wednesday,"December 16, 2015",7:30 PM,10:00 PM,MC 4045,,,,,,,,
MATH 249,001,Monday,"December 21, 2015",9:00 AM,11:30 AM,MC 2054,,,,,,,,
ME 201,001,Friday,"December 11, 2015",9:00 AM,11:30 AM,"E5 3101,3102",,,,,,,,
ME 202,001,Monday,"December 14, 2015",9:00 AM,11:30 AM,"E5 3101,3102",,,,,,,,
ME 203,001,Saturday,"December 12, 2015",4:00 PM,6:30 PM,"E5 3101,3102",,,,,,,,
ME 212,001,Wednesday,"December 16, 2015",9:00 AM,11:30 AM,"E5 3101,3102",,,,,,,,
ME 219,001,Tuesday,"December 8, 2015",9:00 AM,11:30 AM,"E5 3101,3102",,,,,,,,
ME 220,001,Friday,"December 18, 2015",12:30 PM,3:00 PM,"E5 3101,3102",,,,,,,,
ME 230,001,Wednesday,"December 9, 2015",9:00 AM,11:30 AM,"E5 3101,3102",,,,,,,,
ME 235,001,Tuesday,"December 15, 2015",9:00 AM,11:30 AM,RCH 301,,,,,,,,
ME 250,001,Thursday,"December 10, 2015",12:30 PM,3:00 PM,"E5 3101,3102",,,,,,,,
ME 250,002,Thursday,"December 10, 2015",12:30 PM,3:00 PM,"CPH 3602,3604",,,,,,,,
ME 262,001,Monday,"December 14, 2015",12:30 PM,3:00 PM,"E5 3101,3102",,,,,,,,
ME 269,001,Thursday,"December 17, 2015",9:00 AM,11:30 AM,"E5 3101,3102",,,,,,,,
ME 322,001,Monday,"December 14, 2015",4:00 PM,6:30 PM,"DWE 1501,2402",,,,,,,,
ME 353,001,Friday,"December 18, 2015",9:00 AM,11:30 AM,"E5 3101,3102",,,,,,,,
ME 360,001,Wednesday,"December 9, 2015",4:00 PM,6:30 PM,"DWE 1501,2402",,,,,,,,
ME 362,001,Wednesday,"December 16, 2015",4:00 PM,6:30 PM,"DWE 1501,2402",,,,,,,,
ME 423,001,Thursday,"December 10, 2015",12:30 PM,3:00 PM,DWE 2402,,,,,,,,
ME 436,001,Monday,"December 14, 2015",9:00 AM,11:30 AM,CPH 3679,,,,,,,,
ME 456,001,Monday,"December 14, 2015",7:30 PM,10:00 PM,CPH 3679,,,,,,,,
ME 459,001,Tuesday,"December 8, 2015",12:30 PM,3:00 PM,DWE 2402,,,,,,,,
ME 548,001,Friday,"December 11, 2015",9:00 AM,11:30 AM,DWE 2402,,,,,,,,
ME 559,001,Thursday,"December 17, 2015",4:00 PM,6:30 PM,DWE 2402,,,,,,,,
ME 561,001,Wednesday,"December 16, 2015",12:30 PM,3:00 PM,DWE 2402,,,,,,,,
ME 597,001,Tuesday,"December 8, 2015",9:00 AM,11:30 AM,"DWE 2402,2527",,,,,,,,
ME 599,001,Wednesday,"December 9, 2015",12:30 PM,3:00 PM,DWE 2402,,,,,,,,
ME 760,003,Wednesday,"December 9, 2015",12:30 PM,3:00 PM,DWE 2402,,,,,,,,
MEDVL 105,001,Friday,"December 18, 2015",12:30 PM,2:30 PM,"MC 2017,2054",,,,,,,,
MNS 101,001,Tuesday,"December 22, 2015",9:00 AM,11:30 AM,RCH 307,,,,,,,,
MNS 211,001,Monday,"December 21, 2015",9:00 AM,11:30 AM,MC 1085,,,,,,,,
MNS 331,001,Monday,"December 14, 2015",12:30 PM,3:00 PM,MC 4045,,,,,,,,
MSCI 211,001,Friday,"December 11, 2015",12:30 PM,3:00 PM,"PAC 7,8",,,,,,,,
MSCI 211,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
MSCI 240,001,Thursday,"December 17, 2015",4:00 PM,6:30 PM,MC 4020,,,,,,,,
MSCI 261,001,Wednesday,"December 9, 2015",9:00 AM,11:30 AM,RCH 302,,,,,,,,
MSCI 262,"001,002",Saturday,"December 12, 2015",9:00 AM,11:30 AM,RCH 302,,,,,,,,
MSCI 271,001,Saturday,"December 19, 2015",12:30 PM,3:00 PM,MC 4061,,,,,,,,
MSCI 311,001,Friday,"December 11, 2015",12:30 PM,3:00 PM,DC 1351,,,,,,,,
MSCI 331,001,Monday,"December 21, 2015",7:30 PM,10:00 PM,MC 4045,,,,,,,,
MSCI 332,"001,002",Wednesday,"December 16, 2015",12:30 PM,3:00 PM,E2 1303A,,,,,,,,
MSCI 333,001,Monday,"December 14, 2015",12:30 PM,3:00 PM,RCH 307,,,,,,,,
MSCI 342,001,Thursday,"December 10, 2015",7:30 PM,10:00 PM,E2 1303A,,,,,,,,
MSCI 343,001,Exam removed from the schedule. Contact instructor for further information.,,,,,,,,,,,,
MSCI 422,001,Monday,"December 21, 2015",9:00 AM,11:30 AM,"RCH 110,112",,,,,,,,
MSCI 432,001,Thursday,"December 10, 2015",7:30 PM,10:00 PM,CPH 4333,,,,,,,,
MSCI 446,001,Tuesday,"December 8, 2015",7:30 PM,10:00 PM,E2 1303A,,,,,,,,
MTE 201,001,Tuesday,"December 8, 2015",7:30 PM,10:00 PM,"E5 3101,3102",,,,,,,,
MTE 202,001,Thursday,"December 10, 2015",9:00 AM,11:30 AM,"E5 3101,3102",,,,,,,,
MTE 203,001,Tuesday,"December 8, 2015",4:00 PM,6:30 PM,"PAC 7,8",,,,,,,,
MTE 204,001,Friday,"December 18, 2015",12:30 PM,3:00 PM,"MC 2034,2035,2038",,,,,,,,
MTE 219,001,Monday,"December 14, 2015",4:00 PM,6:30 PM,"E5 3101,3102",,,,,,,,
MTE 220,001,Wednesday,"December 16, 2015",12:30 PM,3:00 PM,M3 1006,,,,,,,,
MTE 241,001,Monday,"December 14, 2015",4:00 PM,6:30 PM,CIF1 Q-X,,,,,,,,
MTE 262,001,Friday,"December 18, 2015",7:30 PM,10:00 PM,"E5 3101,3102",,,,,,,,
MTE 420,001,Tuesday,"December 8, 2015",7:30 PM,10:00 PM,DWE 2402,,,,,,,,
MTE 545,001,Exam removed from the schedule. Contact instructor for further information.,,,,,,,,,,,,
MTHEL 131,001,Friday,"December 11, 2015",12:30 PM,2:30 PM,"MC 4020,4021,4059,4061",,,,,,,,
MUSIC 100,001,Monday,"December 21, 2015",4:00 PM,6:30 PM,"CGC 1111,1208,1302",,,,,,,,
MUSIC 100,002,Monday,"December 21, 2015",4:00 PM,5:30 PM,RCH 301,,,,,,,,
MUSIC 140,001,Friday,"December 18, 2015",4:00 PM,6:30 PM,"AL 113,116",,,,,,,,
MUSIC 254,001,Monday,"December 14, 2015",9:00 AM,11:00 AM,CGC 1208,,,,,,,,
MUSIC 256,001,Friday,"December 18, 2015",9:00 AM,11:00 AM,CGC 1208,,,,,,,,
MUSIC 275,001,Wednesday,"December 16, 2015",7:30 PM,10:00 PM,CGC 1208,,,,,,,,
MUSIC 363,001,Monday,"December 14, 2015",7:30 PM,10:00 PM,CGC 1208,,,,,,,,
MUSIC 370,001,Tuesday,"December 8, 2015",9:00 AM,11:30 AM,CGC 1208,,,,,,,,
MUSIC 376,001,Saturday,"December 12, 2015",7:30 PM,9:30 PM,CGC Chapel,,,,,,,,
NE 100,001,Thursday,"December 10, 2015",4:00 PM,6:30 PM,"MC 4020,4021",,,,,,,,
NE 109,001,Saturday,"December 12, 2015",12:30 PM,1:30 PM,DC 1351,,,,,,,,
NE 111,001,Friday,"December 18, 2015",9:00 AM,11:30 AM,"B1 370, C2 160",,,,,,,,
NE 112,001,Monday,"December 14, 2015",7:30 PM,10:00 PM,"PAC 1,2",,,,,,,,
NE 121,001,Thursday,"December 17, 2015",12:30 PM,3:00 PM,"RCH 103,105",,,,,,,,
NE 201,001,Wednesday,"December 9, 2015",12:30 PM,3:00 PM,PAC 5,,,,,,,,
NE 216,001,Friday,"December 11, 2015",4:00 PM,6:30 PM,"MC 2017,2054",,,,,,,,
NE 224,001,Tuesday,"December 15, 2015",4:00 PM,6:30 PM,"RCH 110,112",,,,,,,,
NE 232,001,Thursday,"December 17, 2015",9:00 AM,11:30 AM,"RCH 302,305",,,,,,,,
NE 241,001,Monday,"December 14, 2015",4:00 PM,6:30 PM,"RCH 103,105",,,,,,,,
NE 335,001,Tuesday,"December 8, 2015",9:00 AM,11:30 AM,RCH 301,,,,,,,,
NE 336,001,Thursday,"December 10, 2015",12:30 PM,3:00 PM,"MC 2034,2035",,,,,,,,
NE 352,001,Monday,"December 14, 2015",4:00 PM,6:30 PM,"RCH 110,112",,,,,,,,
NE 353,001,Wednesday,"December 16, 2015",12:30 PM,3:00 PM,"RCH 110,112",,,,,,,,
NE 445,001,Friday,"December 18, 2015",9:00 AM,11:30 AM,"RCH 110,112",,,,,,,,
NE 451,001,Thursday,"December 10, 2015",9:00 AM,11:30 AM,RCH 204,,,,,,,,
NE 461,001,Tuesday,"December 8, 2015",4:00 PM,6:30 PM,PAC 11,,,,,,,,
NE 471,001,Friday,"December 11, 2015",12:30 PM,3:00 PM,PAC 10,,,,,,,,
NE 481,001,Wednesday,"December 9, 2015",12:30 PM,3:00 PM,PAC 11,,,,,,,,
NE 491,001,Wednesday,"December 16, 2015",4:00 PM,6:30 PM,PAC 11,,,,,,,,
OPTOM 104,001,Thursday,"December 10, 2015",9:00 AM,11:30 AM,REV 200,,,,,,,,
OPTOM 105,001,Saturday,"December 12, 2015",9:00 AM,10:30 AM,REV 200,,,,,,,,
OPTOM 106,001,Tuesday,"December 8, 2015",9:00 AM,11:30 AM,REV 200,,,,,,,,
OPTOM 108,001,Thursday,"December 17, 2015",9:00 AM,10:30 AM,REV 200,,,,,,,,
OPTOM 124,001,Tuesday,"December 15, 2015",9:00 AM,11:00 AM,REV 200,,,,,,,,
OPTOM 215,001,Tuesday,"December 15, 2015",12:30 PM,2:30 PM,REV 200,,,,,,,,
OPTOM 216,001,Saturday,"December 12, 2015",12:30 PM,2:30 PM,REV 200,,,,,,,,
OPTOM 231,001,Thursday,"December 10, 2015",12:30 PM,2:30 PM,REV 200,,,,,,,,
OPTOM 245,001,Tuesday,"December 8, 2015",12:30 PM,2:30 PM,REV 200,,,,,,,,
OPTOM 252,001,Thursday,"December 17, 2015",12:30 PM,2:30 PM,REV 200,,,,,,,,
OPTOM 342A,001,Thursday,"December 10, 2015",4:00 PM,6:30 PM,REV 200,,,,,,,,
OPTOM 347,001,Saturday,"December 12, 2015",4:00 PM,6:30 PM,REV 200,,,,,,,,
OPTOM 375,001,Tuesday,"December 8, 2015",4:00 PM,6:30 PM,REV 200,,,,,,,,
OPTOM 387,001,Tuesday,"December 15, 2015",4:00 PM,6:30 PM,REV 200,,,,,,,,
PACS 101,001,Thursday,"December 17, 2015",12:30 PM,3:00 PM,CGC 1111,,,,,,,,
PACS 201,001,Saturday,"December 12, 2015",9:00 AM,11:30 AM,CGC 1111,,,,,,,,
PACS 202,001,Thursday,"December 17, 2015",12:30 PM,3:00 PM,AL 116,,,,,,,,
PACS 202,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
PHIL 100J,001,Friday,"December 18, 2015",4:00 PM,6:30 PM,STJ 3016,,,,,,,,
PHIL 110A,002,Saturday,"December 19, 2015",12:30 PM,3:00 PM,RCH 211,,,,,,,,
PHIL 110A,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
PHIL 145,001,Monday,"December 21, 2015",4:00 PM,6:30 PM,HH 1102,,,,,,,,
PHIL 145,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
PHIL 201,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
PHIL 209,001,Friday,"December 18, 2015",9:00 AM,11:30 AM,STJ 3016,,,,,,,,
PHIL 210J,001,Friday,"December 18, 2015",7:30 PM,10:00 PM,STJ 2011,,,,,,,,
PHIL 215,001,Friday,"December 18, 2015",4:00 PM,6:30 PM,EV3 1408,,,,,,,,
PHIL 215,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
PHIL 216,001,Exam removed from the schedule. Contact instructor for further information.,,,,,,,,,,,,
PHIL 219J,001,Monday,"December 14, 2015",9:00 AM,11:30 AM,STJ 3015,,,,,,,,
PHIL 250A,001,Tuesday,"December 8, 2015",9:00 AM,11:30 AM,STJ 2011,,,,,,,,
PHIL 250A,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
PHIL 265,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
PHIL 350,001,Tuesday,"December 15, 2015",9:00 AM,11:30 AM,HH 2107,,,,,,,,
PHYS 111,001 to 005,Wednesday,"December 16, 2015",4:00 PM,6:30 PM,"PAC 1,2,3,4,5,6,7,8",,,,,,,,
PHYS 111L,001 to 030,Monday,"December 14, 2015",4:00 PM,5:00 PM,"PAC 1,2,3,4,5,6",,,,,,,,
PHYS 115,001 to 004,Wednesday,"December 16, 2015",12:30 PM,3:00 PM,"PAC 1,2,3,8,9,10",,,,,,,,
PHYS 121,001 to 003,Wednesday,"December 16, 2015",4:00 PM,6:30 PM,"DC 1350,1351, MC 4020,4059,4061",,,,,,,,
PHYS 121L,"002,003,005,007",Monday,"December 14, 2015",4:00 PM,5:00 PM,"PAC 9,10",,,,,,,,
PHYS 131L,001 to 010,Monday,"December 14, 2015",4:00 PM,5:00 PM,"PAC 7,8",,,,,,,,
PHYS 224,001,Wednesday,"December 16, 2015",7:30 PM,10:00 PM,MC 4020,,,,,,,,
PHYS 225,001,Thursday,"December 10, 2015",9:00 AM,11:30 AM,PHY 313,,,,,,,,
PHYS 236,001,Exam removed from the schedule. Contact instructor for further information.,,,,,,,,,,,,
PHYS 256,001,Wednesday,"December 9, 2015",4:00 PM,6:30 PM,PAC 8,,,,,,,,
PHYS 275,001,Tuesday,"December 15, 2015",12:30 PM,3:00 PM,MC 4021,,,,,,,,
PHYS 342,001,Wednesday,"December 16, 2015",7:30 PM,10:00 PM,DC 1351,,,,,,,,
PHYS 358,001,Tuesday,"December 22, 2015",12:30 PM,3:00 PM,MC 4061,,,,,,,,
PHYS 363,001,Saturday,"December 12, 2015",7:30 PM,10:00 PM,MC 4045,,,,,,,,
PHYS 364,001,Thursday,"December 10, 2015",12:30 PM,3:00 PM,PHY 313,,,,,,,,
PHYS 380,001,Friday,"December 18, 2015",9:00 AM,11:30 AM,PHY 308,,,,,,,,
PHYS 434,001,Monday,"December 14, 2015",7:30 PM,10:00 PM,PAC 6,,,,,,,,
PHYS 442,001,Friday,"December 11, 2015",7:30 PM,10:00 PM,PAC 7,,,,,,,,
PHYS 454,001,Wednesday,"December 16, 2015",9:00 AM,11:30 AM,RCH 105,,,,,,,,
PHYS 461,001,Monday,"December 21, 2015",9:00 AM,11:30 AM,PHY 308,,,,,,,,
PHYS 474,001,Tuesday,"December 8, 2015",4:00 PM,6:30 PM,RCH 212,,,,,,,,
PHYS 475,001,Friday,"December 18, 2015",4:00 PM,6:30 PM,MC 4042,,,,,,,,
PHYS 491,001,Exam removed from the schedule. Contact instructor for further information.,,,,,,,,,,,,
PLAN 100,001,Saturday,"December 19, 2015",4:00 PM,6:30 PM,"DC 1350,1351",,,,,,,,
PLAN 104,001,Monday,"December 21, 2015",9:00 AM,11:30 AM,"RCH 302,307",,,,,,,,
PLAN 105,001,Wednesday,"December 9, 2015",9:00 AM,11:30 AM,M3 1006,,,,,,,,
PLAN 281,001,Monday,"December 21, 2015",9:00 AM,11:30 AM,RCH 301,,,,,,,,
PLAN 351,001,Tuesday,"December 8, 2015",12:30 PM,3:00 PM,RCH 305,,,,,,,,
PLAN 362,001,Thursday,"December 10, 2015",9:00 AM,11:30 AM,EV3 1408,,,,,,,,
PLAN 453,001,Thursday,"December 17, 2015",4:00 PM,6:30 PM,M3 1006,,,,,,,,
PLAN 674,001,Thursday,"December 10, 2015",9:00 AM,11:30 AM,EV3 1408,,,,,,,,
PMATH 330,001,Thursday,"December 17, 2015",7:30 PM,10:00 PM,MC 2034,,,,,,,,
PMATH 331,001,Thursday,"December 10, 2015",7:30 PM,10:00 PM,"MC 2017,2054",,,,,,,,
PMATH 336,001,Saturday,"December 12, 2015",7:30 PM,10:00 PM,MC 4042,,,,,,,,
PMATH 340,001,Saturday,"December 19, 2015",12:30 PM,3:00 PM,CIF2 J-M,,,,,,,,
PMATH 347,001,Thursday,"December 17, 2015",7:30 PM,10:00 PM,MC 2035,,,,,,,,
PMATH 351,001,Monday,"December 21, 2015",4:00 PM,6:30 PM,MC 4021,,,,,,,,
PMATH 451,001,Thursday,"December 17, 2015",9:00 AM,11:30 AM,MC 4042,,,,,,,,
PMATH 465,001,Saturday,"December 12, 2015",12:30 PM,3:00 PM,MC 4042,,,,,,,,
PMATH 651,001,Thursday,"December 17, 2015",9:00 AM,11:30 AM,MC 4042,,,,,,,,
PMATH 665,001,Saturday,"December 12, 2015",12:30 PM,3:00 PM,MC 4042,,,,,,,,
PORT 101,001,Friday,"December 11, 2015",7:30 PM,9:30 PM,RCH 207,,,,,,,,
PSCI 255,001,Wednesday,"December 9, 2015",9:00 AM,11:00 AM,"RCH 110,112",,,,,,,,
PSCI 260,001,Tuesday,"December 15, 2015",12:30 PM,2:30 PM,MC 4020,,,,,,,,
PSCI 281,001,Saturday,"December 12, 2015",7:30 PM,10:00 PM,MC 4020,,,,,,,,
PSCI 331,001,Tuesday,"December 22, 2015",12:30 PM,3:00 PM,MC 4042,,,,,,,,
PSYCH 101,001,Wednesday,"December 9, 2015",7:30 PM,9:30 PM,"PAC 1,2,3,4,5",,,,,,,,
PSYCH 101,002,Wednesday,"December 9, 2015",7:30 PM,9:30 PM,"PAC 6,7,8,9,10,11",,,,,,,,
PSYCH 101,005,Wednesday,"December 9, 2015",7:30 PM,9:30 PM,MC 1085,,,,,,,,
PSYCH 101,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
PSYCH 101R,001 to 003,Wednesday,"December 9, 2015",7:30 PM,10:00 PM,"REN 2106,2107",,,,,,,,
PSYCH 207,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
PSYCH 212R,001,Wednesday,"December 16, 2015",7:30 PM,9:30 PM,"REN 0402,0403",,,,,,,,
PSYCH 253,001,Saturday,"December 19, 2015",4:00 PM,6:30 PM,"MC 4020,4021,4059,4060,4061",,,,,,,,
PSYCH 253,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,
PSYCH 257,001,Wednesday,"December 9, 2015",4:00 PM,5:30 PM,"DC 1350,1351,MC 1085",,,,,,,,
PSYCH 261,001,Thursday,"December 17, 2015",4:00 PM,5:30 PM,CIF2 A-M,,,,,,,,
PSYCH 291,001,Tuesday,"December 15, 2015",9:00 AM,11:00 AM,"DC 1350,1351",,,,,,,,
PSYCH 306,001,Saturday,"December 19, 2015",12:30 PM,2:30 PM,"MC 2017,2054",,,,,,,,
PSYCH 312R,001,Saturday,"December 12, 2015",7:30 PM,10:00 PM,REN 2106,,,,,,,,
PSYCH 318,001,Tuesday,"December 8, 2015",7:30 PM,10:00 PM,STJ 2009,,,,,,,,
PSYCH 320,001,Monday,"December 14, 2015",7:30 PM,9:30 PM,"MC 2034,2035",,,,,,,,
PSYCH 336,001,Wednesday,"December 16, 2015",12:30 PM,3:00 PM,DC 1351,,,,,,,,
PSYCH 340,001,Monday,"December 14, 2015",12:30 PM,2:00 PM,MC 1085,,,,,,,,
PSYCH 380,001,Saturday,"December 19, 2015",7:30 PM,10:00 PM,MC 4042,,,,,,,,
PSYCH 391,001,Thursday,"December 10, 2015",4:00 PM,6:30 PM,M3 1006,,,,,,,,
PSYCH 457,001,Friday,"December 11, 2015",12:30 PM,2:30 PM,MC 4042,,,,,,,,
REC 101,001,Saturday,"December 19, 2015",7:30 PM,9:30 PM,M3 1006,,,,,,,,
