Exam,Section(s),Day,Date,Start,Finish,Location,,,,,,,,,,,,,,,
GERON 245,001,Thursday,"December 4, 2014",12:30 PM,3:00 PM,"M3 1006,MC 4020,4021",,,,,,,,,,,,,,,
GERON 355,001,Monday,"December 8, 2014",12:30 PM,3:00 PM,"M3 1006,MC 2017,2054",,,,,,,,,,,,,,,
GRK 101,001,Tuesday,"December 9, 2014",12:30 PM,2:30 PM,RCH 205,,,,,,,,,,,,,,,
GRK 490,001,Thursday,"December 4, 2014",12:30 PM,2:30 PM,ML 212,,,,,,,,,,,,,,,
HIST 102,001,Saturday,"December 6, 2014",4:00 PM,6:30 PM,RCH 301,,,,,,,,,,,,,,,
HIST 103,001,Monday,"December 8, 2014",4:00 PM,6:30 PM,STJ 2009,,,,,,,,,,,,,,,
HIST 111,001,Saturday,"December 6, 2014",9:00 AM,11:30 AM,CGC 1302,,,,,,,,,,,,,,,
HIST 113,001,Wednesday,"December 17, 2014",12:30 PM,3:00 PM,RCH 301,,,,,,,,,,,,,,,
HIST 221,001,Thursday,"December 11, 2014",12:30 PM,3:00 PM,HH 1102,,,,,,,,,,,,,,,
HIST 226,001,Thursday,"December 4, 2014",4:00 PM,6:30 PM,STJ 2017,,,,,,,,,,,,,,,
HIST 230,001,Thursday,"December 4, 2014",12:30 PM,3:00 PM,EV3 1408,,,,,,,,,,,,,,,
HIST 232,001,Monday,"December 15, 2014",9:00 AM,11:30 AM,HH 1101,,,,,,,,,,,,,,,
HIST 235,001,Tuesday,"December 9, 2014",9:00 AM,11:30 AM,CGC 1302,,,,,,,,,,,,,,,
HIST 242,001,Monday,"December 8, 2014",4:00 PM,6:00 PM,RCH 307,,,,,,,,,,,,,,,
HIST 243,001,Tuesday,"December 16, 2014",4:00 PM,6:30 PM,HH 1102,,,,,,,,,,,,,,,
HIST 250,001,Wednesday,"December 10, 2014",4:00 PM,6:00 PM,AL 208,,,,,,,,,,,,,,,
HIST 268,001,Monday,"December 15, 2014",9:00 AM,11:30 AM,EV3 1408,,,,,,,,,,,,,,,
HIST 269,001,Exam removed from schedule. Contact instructor for further information.,,,,,,,,,,,,,,,,,,,
HIST 340,001,Friday,"December 5, 2014",12:30 PM,2:30 PM,RCH 206,,,,,,,,,,,,,,,
HIST 351,001,Friday,"December 5, 2014",9:00 AM,11:30 AM,CGC 1208,,,,,,,,,,,,,,,
HIST 389,001,Monday,"December 8, 2014",7:30 PM,9:30 PM,HH 2107,,,,,,,,,,,,,,,
HLTH 101,"001,002",Wednesday,"December 10, 2014",12:30 PM,3:00 PM,"PAC 1,2,3,9",,,,,,,,,,,,,,,
HLTH 103,001,Monday,"December 15, 2014",7:30 PM,9:30 PM,RCH 305,,,,,,,,,,,,,,,
HLTH 201,001,Thursday,"December 11, 2014",12:30 PM,3:00 PM,"PAC 1,2,3",,,,,,,,,,,,,,,
HLTH 220,001,Tuesday,"December 9, 2014",9:00 AM,11:00 AM,"RCH 301,302,307",,,,,,,,,,,,,,,
HLTH 245,001,Thursday,"December 4, 2014",12:30 PM,3:00 PM,"M3 1006,MC 4020,4021",,,,,,,,,,,,,,,
HLTH 333,001,Friday,"December 5, 2014",12:30 PM,3:00 PM,"RCH 301,307",,,,,,,,,,,,,,,
HLTH 346,001,Monday,"December 8, 2014",9:00 AM,11:30 AM,"M3 1006,MC 4059,4060,4061",,,,,,,,,,,,,,,
HLTH 407,001,Thursday,"December 11, 2014",9:00 AM,11:30 AM,M3 1006,,,,,,,,,,,,,,,
HLTH 442,001,Saturday,"December 13, 2014",4:00 PM,6:30 PM,PAC 12,,,,,,,,,,,,,,,
HRM 200,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
HRM 301,001,Friday,"December 12, 2014",9:00 AM,11:00 AM,"RCH 308,309",,,,,,,,,,,,,,,
HRM 303,001,Friday,"December 5, 2014",7:30 PM,9:30 PM,RCH 301,,,,,,,,,,,,,,,
HRM 307,001,Monday,"December 8, 2014",7:30 PM,9:30 PM,RCH 301,,,,,,,,,,,,,,,
HUMSC 101,001,Thursday,"December 4, 2014",9:00 AM,11:30 AM,STJ 3012,,,,,,,,,,,,,,,
HUMSC 101,002,Saturday,"December 6, 2014",7:30 PM,10:00 PM,STJ 3012,,,,,,,,,,,,,,,
HUMSC 201,001,Thursday,"December 4, 2014",7:30 PM,10:00 PM,STJ 3015,,,,,,,,,,,,,,,
INDEV 100,001,Tuesday,"December 9, 2014",12:30 PM,3:00 PM,"AL 208,211",,,,,,,,,,,,,,,
INDEV 200,001,Monday,"December 15, 2014",7:30 PM,10:00 PM,AL 124,,,,,,,,,,,,,,,
INDEV 300,001,Tuesday,"December 9, 2014",12:30 PM,3:00 PM,RCH 306,,,,,,,,,,,,,,,
INTST 101,"001,002",Monday,"December 15, 2014",12:30 PM,2:00 PM,"M3 1006,MC 4020,4021",,,,,,,,,,,,,,,
JAPAN 101R,"001,002",Wednesday,"December 17, 2014",7:30 PM,10:00 PM,"RCH 301,302",,,,,,,,,,,,,,,
JAPAN 102R,001,Thursday,"December 18, 2014",4:00 PM,6:30 PM,"REN 2106,2107",,,,,,,,,,,,,,,
JS 215,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
KIN 104,001,Monday,"December 8, 2014",12:30 PM,2:00 PM,"DC 1350,1351",,,,,,,,,,,,,,,
KIN 105,001,Tuesday,"December 9, 2014",12:30 PM,3:00 PM,"DC 1350,1351",,,,,,,,,,,,,,,
KIN 121,001,Friday,"December 5, 2014",9:00 AM,11:30 AM,"DC 1350,1351",,,,,,,,,,,,,,,
KIN 155,001,Friday,"December 12, 2014",12:30 PM,3:00 PM,"DC 1350,1351",,,,,,,,,,,,,,,
KIN 217,001,Saturday,"December 13, 2014",4:00 PM,6:30 PM,"PAC 1,2,3,9,10",,,,,,,,,,,,,,,
KIN 242,001,Friday,"December 12, 2014",9:00 AM,11:30 AM,"RCH 103,105,110",,,,,,,,,,,,,,,
KIN 301,001,Thursday,"December 18, 2014",9:00 AM,11:30 AM,PAC 1,,,,,,,,,,,,,,,
KIN 346,001,Monday,"December 8, 2014",9:00 AM,11:30 AM,"M3 1006,MC 4059,4060,4061",,,,,,,,,,,,,,,
KIN 357,001,Friday,"December 5, 2014",7:30 PM,9:30 PM,RCH 211,,,,,,,,,,,,,,,
KIN 405,001,Wednesday,"December 17, 2014",12:30 PM,3:00 PM,"MC 2034,2035",,,,,,,,,,,,,,,
KIN 407,001,Thursday,"December 11, 2014",9:00 AM,11:30 AM,M3 1006,,,,,,,,,,,,,,,
KIN 416,001,Saturday,"December 13, 2014",12:30 PM,2:00 PM,MC 2017,,,,,,,,,,,,,,,
KIN 428,001,Monday,"December 15, 2014",12:30 PM,3:00 PM,"PAC 11,12",,,,,,,,,,,,,,,
KIN 456,001,Friday,"December 19, 2014",9:00 AM,11:30 AM,PAC 7,,,,,,,,,,,,,,,
KOREA 101R,"001,002",Tuesday,"December 16, 2014",7:30 PM,10:00 PM,"RCH 301,302",,,,,,,,,,,,,,,
LAT 101,001 to 003,Monday,"December 8, 2014",12:30 PM,2:30 PM,RCH 307,,,,,,,,,,,,,,,
LAT 201,001,Thursday,"December 11, 2014",7:30 PM,9:30 PM,MC 4042,,,,,,,,,,,,,,,
LS 101,001,Friday,"December 12, 2014",12:30 PM,2:30 PM,STJ 1036,,,,,,,,,,,,,,,
LS 101,002,Saturday,"December 13, 2014",12:30 PM,2:30 PM,STJ 1036,,,,,,,,,,,,,,,
LS 101,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
LS 280,001,Monday,"December 8, 2014",7:30 PM,10:00 PM,B1 370,,,,,,,,,,,,,,,
LS 321,001,Tuesday,"December 16, 2014",7:30 PM,10:00 PM,HH 1101,,,,,,,,,,,,,,,
MATBUS 470,001,Saturday,"December 13, 2014",9:00 AM,11:30 AM,MC 4045,,,,,,,,,,,,,,,
MATBUS 471,001,Thursday,"December 11, 2014",9:00 AM,11:30 AM,"PAC 9,10",,,,,,,,,,,,,,,
MATH 103,001,Saturday,"December 6, 2014",9:00 AM,11:30 AM,MC 1085,,,,,,,,,,,,,,,
MATH 103,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
MATH 104,001,Thursday,"December 11, 2014",4:00 PM,6:30 PM,"PAC 11,12",,,,,,,,,,,,,,,
MATH 106,001,Thursday,"December 18, 2014",12:30 PM,3:00 PM,PAC 11,,,,,,,,,,,,,,,
MATH 106,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
MATH 109,"001,002",Wednesday,"December 10, 2014",9:00 AM,11:30 AM,"PAC 4,5,11,12",,,,,,,,,,,,,,,
MATH 114,001,Tuesday,"December 9, 2014",12:30 PM,3:00 PM,"RCH 301,302,305",,,,,,,,,,,,,,,
MATH 115,001 to 009,Monday,"December 8, 2014",9:00 AM,11:30 AM,"PAC 1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,,,
MATH 116,001 to 008,Friday,"December 5, 2014",9:00 AM,11:30 AM,"PAC 1,2,3,4,5,6,7,8",,,,,,,,,,,,,,,
MATH 117,001 to 005,Thursday,"December 4, 2014",12:30 PM,3:00 PM,"PAC 1,2,3,4,5,6,9",,,,,,,,,,,,,,,
MATH 124,001,Thursday,"December 11, 2014",12:30 PM,3:00 PM,"PAC 7,8",,,,,,,,,,,,,,,
MATH 127,001 to 010,Thursday,"December 11, 2014",4:00 PM,6:30 PM,"PAC 1,2,3,4,5,6,7,8,9",,,,,,,,,,,,,,,
MATH 127,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
MATH 128,001,Friday,"December 19, 2014",9:00 AM,11:30 AM,"PAC 5,6",,,,,,,,,,,,,,,
MATH 128,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
MATH 135,"001 to 004,006,009",Tuesday,"December 9, 2014",12:30 PM,3:00 PM,"PAC 1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,,,
MATH 135,"005,007,008",Tuesday,"December 9, 2014",12:30 PM,3:00 PM,"M3 1006,MC 2017,2054,4020,
MC 4021,4045,4059,4061",,,,,,,,,,,,,,,
MATH 136,001 to 003,Wednesday,"December 10, 2014",4:00 PM,6:30 PM,"PAC 4,5,11,12",,,,,,,,,,,,,,,
MATH 136,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
MATH 137,"001,003,004",Friday,"December 5, 2014",12:30 PM,3:00 PM,"M3 1006,MC 4020,4021,4059,4061",,,,,,,,,,,,,,,
MATH 137,"002,005 to 009",Friday,"December 5, 2014",12:30 PM,3:00 PM,"PAC 1,2,3,4,5,6,7,8,9,10,11,12",,,,,,,,,,,,,,,
MATH 137,010,Friday,"December 5, 2014",12:30 PM,3:00 PM,"MC 2034,2035",,,,,,,,,,,,,,,
MATH 138,001 to 003,Monday,"December 15, 2014",9:00 AM,11:30 AM,"MC 1085,4020,4021,4059,4061",,,,,,,,,,,,,,,
MATH 145,001,Tuesday,"December 9, 2014",12:30 PM,3:00 PM,MC 1085,,,,,,,,,,,,,,,
MATH 147,001,Friday,"December 5, 2014",12:30 PM,3:00 PM,"MC 2017,2054",,,,,,,,,,,,,,,
MATH 207,001,Thursday,"December 18, 2014",12:30 PM,3:00 PM,PAC 12,,,,,,,,,,,,,,,
MATH 215,001,Thursday,"December 18, 2014",4:00 PM,6:30 PM,"PAC 4,5",,,,,,,,,,,,,,,
MATH 217,001,Monday,"December 15, 2014",9:00 AM,11:30 AM,RCH 301,,,,,,,,,,,,,,,
MATH 218,001,Monday,"December 8, 2014",4:00 PM,6:30 PM,RCH 301,,,,,,,,,,,,,,,
MATH 225,001,Thursday,"December 11, 2014",4:00 PM,6:30 PM,PAC 10,,,,,,,,,,,,,,,
MATH 227,001,Thursday,"December 18, 2014",12:30 PM,3:00 PM,"MC 4020,4021",,,,,,,,,,,,,,,
MATH 228,001,Wednesday,"December 10, 2014",4:00 PM,6:30 PM,PAC 6,,,,,,,,,,,,,,,
MATH 229,001,Friday,"December 5, 2014",7:30 PM,10:00 PM,RCH 206,,,,,,,,,,,,,,,
MATH 235,001 to 006,Tuesday,"December 9, 2014",9:00 AM,11:30 AM,"PAC 1,2,3,8,9,10",,,,,,,,,,,,,,,
MATH 237,001 to 005,Thursday,"December 11, 2014",12:30 PM,3:00 PM,"PAC 4,5,6,11,12",,,,,,,,,,,,,,,
MATH 239,001 to 004,Wednesday,"December 17, 2014",9:00 AM,11:30 AM,"PAC 1,2,3,4",,,,,,,,,,,,,,,
MATH 245,001,Tuesday,"December 9, 2014",9:00 AM,11:30 AM,RCH 306,,,,,,,,,,,,,,,
MATH 247,001,Thursday,"December 11, 2014",4:00 PM,6:30 PM,RCH 307,,,,,,,,,,,,,,,
MATH 249,001,Wednesday,"December 17, 2014",9:00 AM,11:30 AM,PAC 11,,,,,,,,,,,,,,,
ME 201,001,Friday,"December 12, 2014",9:00 AM,11:30 AM,"DWE 1501,2402",,,,,,,,,,,,,,,
ME 202,001,Monday,"December 15, 2014",9:00 AM,11:30 AM,"DWE 1501,2402",,,,,,,,,,,,,,,
ME 203,001,Saturday,"December 6, 2014",9:00 AM,11:30 AM,"E5 3101,3102",,,,,,,,,,,,,,,
ME 212,001,Thursday,"December 4, 2014",9:00 AM,11:30 AM,"E5 3101,3102",,,,,,,,,,,,,,,
ME 219,001,Monday,"December 8, 2014",9:00 AM,11:30 AM,"DWE 1501,2402",,,,,,,,,,,,,,,
ME 220,001,Saturday,"December 13, 2014",9:00 AM,11:30 AM,"E5 3101,3102",,,,,,,,,,,,,,,
ME 230,001,Wednesday,"December 10, 2014",9:00 AM,11:30 AM,"DWE 1501,2402",,,,,,,,,,,,,,,
ME 235,001,Thursday,"December 11, 2014",12:30 PM,3:00 PM,DWE 1501,,,,,,,,,,,,,,,
ME 250,001,Tuesday,"December 9, 2014",9:00 AM,11:30 AM,"E5 3101,3102",,,,,,,,,,,,,,,
ME 250,002,Tuesday,"December 9, 2014",9:00 AM,11:30 AM,MC 1085,,,,,,,,,,,,,,,
ME 262,001,Thursday,"December 11, 2014",9:00 AM,11:30 AM,"E5 3101,3102",,,,,,,,,,,,,,,
ME 269,001,Friday,"December 5, 2014",9:00 AM,11:30 AM,"DWE 1501,2402",,,,,,,,,,,,,,,
ME 322,001,Friday,"December 12, 2014",12:30 PM,3:00 PM,"E5 3101,3102",,,,,,,,,,,,,,,
ME 353,001,Friday,"December 5, 2014",12:30 PM,3:00 PM,"E5 3101,3102",,,,,,,,,,,,,,,
ME 360,001,Monday,"December 8, 2014",12:30 PM,3:00 PM,"DWE 1501,2402",,,,,,,,,,,,,,,
ME 362,001,Wednesday,"December 10, 2014",12:30 PM,3:00 PM,"E5 3101,3102",,,,,,,,,,,,,,,
ME 423,001,Saturday,"December 6, 2014",12:30 PM,3:00 PM,CPH 3679,,,,,,,,,,,,,,,
ME 436,001,Friday,"December 5, 2014",12:30 PM,3:00 PM,CPH 3679,,,,,,,,,,,,,,,
ME 456,001,Friday,"December 12, 2014",12:30 PM,3:00 PM,CPH 3679,,,,,,,,,,,,,,,
ME 459,001,Monday,"December 15, 2014",7:30 PM,10:00 PM,"E5 3101,3102",,,,,,,,,,,,,,,
ME 548,001,Wednesday,"December 10, 2014",12:30 PM,3:00 PM,CPH 3679,,,,,,,,,,,,,,,
ME 559,001,Thursday,"December 11, 2014",7:30 PM,10:00 PM,"E5 3101,3102",,,,,,,,,,,,,,,
ME 561,001,Thursday,"December 4, 2014",7:30 PM,10:00 PM,CPH 3679,,,,,,,,,,,,,,,
ME 599,001,Monday,"December 8, 2014",9:00 AM,11:30 AM,"E5 3101,3102",,,,,,,,,,,,,,,
ME 760,003,Monday,"December 8, 2014",9:00 AM,11:30 AM,"E5 3101,3102",,,,,,,,,,,,,,,
MEDVL 105,001,Wednesday,"December 10, 2014",4:00 PM,6:00 PM,DC 1350,,,,,,,,,,,,,,,
MNS 101,001,Saturday,"December 13, 2014",9:00 AM,11:30 AM,RCH 211,,,,,,,,,,,,,,,
MNS 211,001,Monday,"December 15, 2014",4:00 PM,6:00 PM,RCH 205,,,,,,,,,,,,,,,
MSCI 211,001,Thursday,"December 18, 2014",12:30 PM,3:00 PM,"PAC 1,2,3",,,,,,,,,,,,,,,
MSCI 211,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
MSCI 240,001,Saturday,"December 13, 2014",9:00 AM,11:30 AM,DWE 1501,,,,,,,,,,,,,,,
MSCI 261,001,Wednesday,"December 10, 2014",7:30 PM,10:00 PM,RCH 301,,,,,,,,,,,,,,,
MSCI 262,"001,002",Wednesday,"December 17, 2014",9:00 AM,11:30 AM,"PAC 9,10",,,,,,,,,,,,,,,
MSCI 271,001,Thursday,"December 4, 2014",12:30 PM,3:00 PM,DWE 1501,,,,,,,,,,,,,,,
MSCI 311,001,Thursday,"December 4, 2014",4:00 PM,6:30 PM,"PAC 11,12",,,,,,,,,,,,,,,
MSCI 331,001,Thursday,"December 11, 2014",4:00 PM,6:30 PM,RCH 309,,,,,,,,,,,,,,,
MSCI 332,"001,002",Saturday,"December 13, 2014",4:00 PM,6:30 PM,DWE 1501,,,,,,,,,,,,,,,
MSCI 333,001,Wednesday,"December 10, 2014",7:30 PM,10:00 PM,PAC 3,,,,,,,,,,,,,,,
MSCI 342,001,Monday,"December 8, 2014",9:00 AM,11:30 AM,"CPH 3602,3604",,,,,,,,,,,,,,,
MSCI 422,001,Tuesday,"December 16, 2014",9:00 AM,11:30 AM,PAC 6,,,,,,,,,,,,,,,
MSCI 432,001,Monday,"December 15, 2014",12:30 PM,3:00 PM,CPH 4333,,,,,,,,,,,,,,,
MSCI 446,001,Saturday,"December 6, 2014",4:00 PM,6:30 PM,DWE 1501,,,,,,,,,,,,,,,
MSCI 760,001,Saturday,"December 6, 2014",4:00 PM,6:30 PM,DWE 1501,,,,,,,,,,,,,,,
MTE 203,001,Friday,"December 12, 2014",12:30 PM,3:00 PM,"MC 4020,4021",,,,,,,,,,,,,,,
MTE 204,001,Monday,"December 15, 2014",12:30 PM,3:00 PM,"MC 4059,4061",,,,,,,,,,,,,,,
MTE 220,001,Monday,"December 8, 2014",12:30 PM,3:00 PM,"MC 4020,4021",,,,,,,,,,,,,,,
MTE 241,001,Saturday,"December 6, 2014",12:30 PM,3:00 PM,DC 1350,,,,,,,,,,,,,,,
MTE 420,001,Monday,"December 8, 2014",9:00 AM,11:30 AM,CPH 3679,,,,,,,,,,,,,,,
MTE 460,001,Thursday,"December 11, 2014",9:00 AM,11:30 AM,CPH 3679,,,,,,,,,,,,,,,
MTHEL 131,001,Wednesday,"December 10, 2014",9:00 AM,11:00 AM,"DC 1350,1351",,,,,,,,,,,,,,,
MUSIC 100,001,Thursday,"December 18, 2014",4:00 PM,6:30 PM,"CGC 1111,1208,1300",,,,,,,,,,,,,,,
MUSIC 100,002,Thursday,"December 18, 2014",4:00 PM,5:30 PM,DC 1350,,,,,,,,,,,,,,,
MUSIC 245,001,Thursday,"December 18, 2014",12:30 PM,3:00 PM,CGC 1302,,,,,,,,,,,,,,,
MUSIC 256,001,Tuesday,"December 9, 2014",7:30 PM,10:00 PM,CGC 1208,,,,,,,,,,,,,,,
MUSIC 275,001,Friday,"December 12, 2014",9:00 AM,11:30 AM,CGC 1208,,,,,,,,,,,,,,,
MUSIC 364,001,Thursday,"December 4, 2014",9:00 AM,11:30 AM,CGC 1300,,,,,,,,,,,,,,,
NE 100,001,Wednesday,"December 10, 2014",4:00 PM,6:30 PM,DC 1351,,,,,,,,,,,,,,,
NE 111,001,Exam removed from schedule. Contact instructor for further information.,,,,,,,,,,,,,,,,,,,
NE 112,001,Monday,"December 8, 2014",4:00 PM,6:30 PM,"PAC 11,12",,,,,,,,,,,,,,,
NE 115,001,Saturday,"December 6, 2014",9:00 AM,11:30 AM,"DC 1350,1351",,,,,,,,,,,,,,,
NE 121,001,Friday,"December 12, 2014",12:30 PM,3:00 PM,"PAC 11,12",,,,,,,,,,,,,,,
NE 201,001,Wednesday,"December 10, 2014",12:30 PM,3:00 PM,"MC 2017,2054",,,,,,,,,,,,,,,
NE 216,001,Monday,"December 15, 2014",12:30 PM,3:00 PM,"RCH 103,105",,,,,,,,,,,,,,,
NE 224,001,Wednesday,"December 17, 2014",9:00 AM,11:30 AM,PAC 6,,,,,,,,,,,,,,,
NE 225,001,Monday,"December 8, 2014",12:30 PM,3:00 PM,"PAC 11,12",,,,,,,,,,,,,,,
NE 241,001,Friday,"December 12, 2014",4:00 PM,6:30 PM,"RCH 301,309",,,,,,,,,,,,,,,
NE 335,001,Monday,"December 15, 2014",9:00 AM,11:30 AM,"RCH 307,308",,,,,,,,,,,,,,,
NE 336,001,Thursday,"December 11, 2014",4:00 PM,6:30 PM,"RCH 302,305",,,,,,,,,,,,,,,
NE 352,001,Monday,"December 8, 2014",12:30 PM,3:00 PM,"RCH 110,112",,,,,,,,,,,,,,,
NE 353,001,Thursday,"December 4, 2014",9:00 AM,11:30 AM,"RCH 204,211",,,,,,,,,,,,,,,
NE 445,001,Friday,"December 12, 2014",4:00 PM,6:30 PM,RCH 302,,,,,,,,,,,,,,,
NE 451,001,Thursday,"December 11, 2014",9:00 AM,11:30 AM,RCH 204,,,,,,,,,,,,,,,
NE 461,001,Tuesday,"December 16, 2014",7:30 PM,10:00 PM,PAC 7,,,,,,,,,,,,,,,
NE 471,001,Monday,"December 8, 2014",4:00 PM,6:30 PM,RCH 309,,,,,,,,,,,,,,,
NE 481,001,Saturday,"December 13, 2014",7:30 PM,10:00 PM,MC 4021,,,,,,,,,,,,,,,
NE 491,001,Wednesday,"December 10, 2014",12:30 PM,3:00 PM,MC 1085,,,,,,,,,,,,,,,
OPTOM 104,001,Monday,"December 8, 2014",9:00 AM,11:30 AM,REV 200,,,,,,,,,,,,,,,
OPTOM 105,001,Saturday,"December 6, 2014",9:00 AM,10:30 AM,REV 200,,,,,,,,,,,,,,,
OPTOM 106,001,Thursday,"December 4, 2014",9:00 AM,11:30 AM,REV 200,,,,,,,,,,,,,,,
OPTOM 108,001,Monday,"December 15, 2014",9:00 AM,10:30 AM,REV 200,,,,,,,,,,,,,,,
OPTOM 109,001,Wednesday,"December 10, 2014",9:00 AM,11:00 AM,REV 200,,,,,,,,,,,,,,,
OPTOM 124,001,Friday,"December 12, 2014",9:00 AM,11:00 AM,REV 200,,,,,,,,,,,,,,,
OPTOM 215,001,Wednesday,"December 10, 2014",12:30 PM,2:30 PM,REV 200,,,,,,,,,,,,,,,
OPTOM 216,001,Monday,"December 8, 2014",12:30 PM,2:30 PM,REV 200,,,,,,,,,,,,,,,
OPTOM 231,001,Saturday,"December 6, 2014",12:30 PM,2:30 PM,REV 200,,,,,,,,,,,,,,,
OPTOM 243,001,Thursday,"December 4, 2014",12:30 PM,3:00 PM,REV 200,,,,,,,,,,,,,,,
OPTOM 245,001,Friday,"December 12, 2014",12:30 PM,2:30 PM,REV 200,,,,,,,,,,,,,,,
OPTOM 252,001,Monday,"December 15, 2014",12:30 PM,2:30 PM,REV 200,,,,,,,,,,,,,,,
OPTOM 342A,001,Thursday,"December 4, 2014",4:00 PM,6:30 PM,REV 200,,,,,,,,,,,,,,,
OPTOM 347,001,Wednesday,"December 10, 2014",4:00 PM,6:30 PM,REV 200,,,,,,,,,,,,,,,
OPTOM 375,001,Monday,"December 8, 2014",4:00 PM,6:30 PM,REV 200,,,,,,,,,,,,,,,
OPTOM 387,001,Saturday,"December 6, 2014",4:00 PM,6:30 PM,REV 200,,,,,,,,,,,,,,,
PACS 201,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
PACS 202,001,Thursday,"December 11, 2014",4:00 PM,6:30 PM,"CGC 1111,1208,1300,1302",,,,,,,,,,,,,,,
PACS 202,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
PACS 203,001,Monday,"December 15, 2014",9:00 AM,11:30 AM,HH 1101,,,,,,,,,,,,,,,
PACS 311,001,Tuesday,"December 16, 2014",4:00 PM,6:00 PM,CGC 1208,,,,,,,,,,,,,,,
PACS 331,001,Exam removed from schedule. Contact instructor for further information.,,,,,,,,,,,,,,,,,,,
PHIL 100J,"001,002",Saturday,"December 6, 2014",4:00 PM,6:30 PM,STJ 2011,,,,,,,,,,,,,,,
PHIL 110A,001,Friday,"December 12, 2014",7:30 PM,10:00 PM,EV3 1408,,,,,,,,,,,,,,,
PHIL 110A,002,Thursday,"December 18, 2014",9:00 AM,11:30 AM,AL 124,,,,,,,,,,,,,,,
PHIL 110A,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
PHIL 145,001,Tuesday,"December 16, 2014",12:30 PM,3:00 PM,HH 1101,,,,,,,,,,,,,,,
PHIL 145,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
PHIL 215,001,Tuesday,"December 9, 2014",12:30 PM,3:00 PM,"HH 1101,1102",,,,,,,,,,,,,,,
PHIL 215,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
PHIL 216,001,Thursday,"December 18, 2014",7:30 PM,10:00 PM,AL 124,,,,,,,,,,,,,,,
PHIL 220,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
PHIL 224,001,Tuesday,"December 9, 2014",9:00 AM,11:30 AM,"MC 4059,4061",,,,,,,,,,,,,,,
PHIL 226,002,Tuesday,"December 9, 2014",4:00 PM,6:30 PM,M3 1006,,,,,,,,,,,,,,,
PHIL 250A,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
PHIL 256,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,,,,,,,,,,,,,
PHIL 386,001,Monday,"December 15, 2014",9:00 AM,11:30 AM,HH 344,,,,,,,,,,,,,,,
PHYS 111,001 to 005,Monday,"December 15, 2014",12:30 PM,3:00 PM,"PAC 1,2,3,4,5,6,7,8",,,,,,,,,,,,,,,
PHYS 111L,001 to 030,Monday,"December 15, 2014",7:30 PM,8:30 PM,"PAC 1,2,3,4,5,6",,,,,,,,,,,,,,,
PHYS 115,001 to 005,Friday,"December 12, 2014",4:00 PM,6:30 PM,"PAC 1,2,3,4,5,6,9,10",,,,,,,,,,,,,,,
PHYS 121,001 to 003,Tuesday,"December 16, 2014",7:30 PM,10:00 PM,"PAC 1,2,3,4,5",,,,,,,,,,,,,,,
PHYS 121L,001 to 008,Monday,"December 15, 2014",7:30 PM,8:30 PM,"PAC 11,12",,,,,,,,,,,,,,,
PHYS 131L,001 to 008,Monday,"December 15, 2014",7:30 PM,8:30 PM,"PAC 7,8",,,,,,,,,,,,,,,
PHYS 224,001,Saturday,"December 6, 2014",7:30 PM,10:00 PM,PHY 313,,,,,,,,,,,,,,,
PHYS 225,001,Wednesday,"December 10, 2014",7:30 PM,10:00 PM,PHY 313,,,,,,,,,,,,,,,
PHYS 236,001,Monday,"December 8, 2014",4:00 PM,6:30 PM,B1 370,,,,,,,,,,,,,,,
