Exam,Section(s),Day,Date,"Start
Time","End
Time",Location,,,
MATH 135,001 to 007,Wednesday,"April 15, 2015",12:30 PM,3:00 PM,"PAC 1,2,3,4,5,6,9",,,
MATH 136,"001 to 004,006 to 008",Wednesday,"April 15, 2015",9:00 AM,11:30 AM,"PAC 1,2,3,4,5,6,7,8,9,10,11,12",,,
MATH 136,005,Wednesday,"April 15, 2015",9:00 AM,11:30 AM,M3 1006,,,
MATH 136,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
MATH 137,001 to 003,Monday,"April 13, 2015",9:00 AM,11:30 AM,"MC 4020,4021,4059,4061",,,
MATH 138,"001 to 005,008,009",Monday,"April 13, 2015",9:00 AM,11:30 AM,"PAC 1,2,3,4,5,6,7,8,9,10,11,12",,,
MATH 138,006,Monday,"April 13, 2015",9:00 AM,11:30 AM,M3 1006,,,
MATH 138,007,Monday,"April 13, 2015",9:00 AM,11:30 AM,MC 4045,,,
MATH 146,001,Wednesday,"April 15, 2015",12:30 PM,3:00 PM,RCH 301,,,
MATH 148,001,Monday,"April 13, 2015",9:00 AM,11:30 AM,MC 1085,,,
MATH 207,001,Friday,"April 24, 2015",4:00 PM,6:30 PM,PAC 11,,,
MATH 215,"001,002",Thursday,"April 23, 2015",12:30 PM,3:00 PM,"PAC 7,8",,,
MATH 217,001,Monday,"April 13, 2015",4:00 PM,6:30 PM,MC 1085,,,
MATH 225,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
MATH 228,001,Tuesday,"April 21, 2015",4:00 PM,6:30 PM,PAC 1,,,
MATH 235,"001,002",Wednesday,"April 15, 2015",9:00 AM,11:30 AM,"MC 4020,4021,4059,4061",,,
MATH 237,"001,002",Monday,"April 20, 2015",12:30 PM,3:00 PM,"DC 1350,1351",,,
MATH 239,001 to 003,Thursday,"April 23, 2015",12:30 PM,3:00 PM,"PAC 4,5,6",,,
MATH 247,001,Friday,"April 24, 2015",9:00 AM,11:30 AM,MC 4041,,,
MATH 249,001,Thursday,"April 23, 2015",12:30 PM,3:00 PM,PAC 10,,,
ME 101,001,Friday,"April 17, 2015",12:30 PM,3:00 PM,"RCH 302,305",,,
ME 115,001,Monday,"April 20, 2015",4:00 PM,6:30 PM,"PAC 11,12",,,
ME 201,001,Saturday,"April 11, 2015",12:30 PM,3:00 PM,TBA,,,
ME 202,001,Friday,"April 17, 2015",9:00 AM,11:30 AM,TBA,,,
ME 219,001,Wednesday,"April 15, 2015",9:00 AM,11:30 AM,TBA,,,
ME 230,001,Thursday,"April 16, 2015",4:00 PM,6:30 PM,TBA,,,
ME 269,001,Tuesday,"April 21, 2015",9:00 AM,11:30 AM,TBA,,,
ME 303,001,Friday,"April 10, 2015",12:30 PM,3:00 PM,TBA,,,
ME 321,001,Monday,"April 20, 2015",9:00 AM,11:30 AM,TBA,,,
ME 322,001,Wednesday,"April 15, 2015",9:00 AM,11:30 AM,TBA,,,
ME 340,001,Wednesday,"April 15, 2015",12:30 PM,3:00 PM,TBA,,,
ME 351,001,Saturday,"April 18, 2015",12:30 PM,3:00 PM,TBA,,,
ME 351,002,Wednesday,"April 15, 2015",12:30 PM,3:00 PM,TBA,,,
ME 353,001,Tuesday,"April 14, 2015",12:30 PM,3:00 PM,TBA,,,
ME 354,001,Monday,"April 13, 2015",12:30 PM,3:00 PM,TBA,,,
ME 360,001,Tuesday,"April 21, 2015",12:30 PM,3:00 PM,TBA,,,
ME 362,001,Monday,"April 20, 2015",9:00 AM,11:30 AM,TBA,,,
ME 452,001,Thursday,"April 23, 2015",12:30 PM,3:00 PM,TBA,,,
ME 524,001,Tuesday,"April 14, 2015",7:30 PM,10:00 PM,TBA,,,
ME 526,001,Friday,"April 10, 2015",12:30 PM,3:00 PM,TBA,,,
ME 535,001,Monday,"April 13, 2015",7:30 PM,10:00 PM,TBA,,,
ME 538,001,Saturday,"April 18, 2015",9:00 AM,11:30 AM,TBA,,,
ME 547,001,Saturday,"April 25, 2015",4:00 PM,6:30 PM,TBA,,,
ME 555,001,Saturday,"April 18, 2015",7:30 PM,10:00 PM,TBA,,,
ME 557,001,Tuesday,"April 14, 2015",9:00 AM,11:30 AM,TBA,,,
ME 563,001,Wednesday,"April 22, 2015",4:00 PM,6:30 PM,TBA,,,
ME 564,001,Monday,"April 20, 2015",12:30 PM,3:00 PM,TBA,,,
ME 567,001,Tuesday,"April 21, 2015",9:00 AM,11:30 AM,TBA,,,
ME 571,001,Wednesday,"April 15, 2015",7:30 PM,10:00 PM,TBA,,,
ME 595,001,Monday,"April 13, 2015",12:30 PM,3:00 PM,TBA,,,
ME 598,001,Tuesday,"April 21, 2015",7:30 PM,10:00 PM,TBA,,,
ME 599,001,Saturday,"April 11, 2015",4:00 PM,6:30 PM,TBA,,,
ME 627,001,Friday,"April 10, 2015",12:30 PM,3:00 PM,TBA,,,
ME 760,002,Saturday,"April 11, 2015",4:00 PM,6:30 PM,TBA,,,
MEDVL 205,001,Tuesday,"April 21, 2015",9:00 AM,11:30 AM,PAC 8,,,
MEDVL 304,001,Tuesday,"April 14, 2015",9:00 AM,11:30 AM,TBA,,,
MNS 102,001,Tuesday,"April 14, 2015",9:00 AM,11:30 AM,TBA,,,
MNS 322,001,Monday,"April 13, 2015",9:00 AM,11:30 AM,TBA,,,
MSCI 121,001,Wednesday,"April 15, 2015",12:30 PM,3:00 PM,PAC 8,,,
MSCI 131,001,Wednesday,"April 22, 2015",12:30 PM,3:00 PM,"PAC 9,10",,,
MSCI 211,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
MSCI 261,"001,002",Monday,"April 20, 2015",12:30 PM,3:00 PM,"PAC 1,2",,,
MSCI 311,001,Wednesday,"April 22, 2015",12:30 PM,3:00 PM,"PAC 1,2",,,
MSCI 311,002,Saturday,"April 18, 2015",12:30 PM,3:00 PM,PAC 7,,,
MSCI 331,001,Friday,"April 17, 2015",12:30 PM,3:00 PM,TBA,,,
MSCI 334,001,Tuesday,"April 14, 2015",12:30 PM,3:00 PM,MC 2038,,,
MSCI 423,001,Saturday,"April 11, 2015",9:00 AM,11:30 AM,MC 4042,,,
MSCI 432,001,Friday,"April 24, 2015",4:00 PM,6:30 PM,PAC 8,,,
MSCI 435,001,Monday,"April 13, 2015",9:00 AM,11:30 AM,TBA,,,
MSCI 555,001,Thursday,"April 16, 2015",12:30 PM,3:00 PM,TBA,,,
MTE 111,001,Monday,"April 13, 2015",12:30 PM,3:00 PM,"RCH 110,112",,,
MTE 119,001,Monday,"April 20, 2015",4:00 PM,6:30 PM,M3 1006,,,
MTE 120,001,Wednesday,"April 15, 2015",4:00 PM,6:30 PM,PAC 3,,,
MTE 140,001,Friday,"April 17, 2015",9:00 AM,11:30 AM,"PAC 11,12",,,
MTE 201,001,Saturday,"April 11, 2015",9:00 AM,11:30 AM,TBA,,,
MTE 202,001,Thursday,"April 16, 2015",12:30 PM,3:00 PM,TBA,,,
MTE 219,001,Monday,"April 13, 2015",9:00 AM,11:30 AM,TBA,,,
MTE 262,001,Tuesday,"April 14, 2015",12:30 PM,3:00 PM,TBA,,,
MTE 322,001,Friday,"April 17, 2015",9:00 AM,11:30 AM,TBA,,,
MTE 360,001,Monday,"April 13, 2015",9:00 AM,11:30 AM,TBA,,,
MTHEL 131,001,Thursday,"April 16, 2015",7:30 PM,9:30 PM,TBA,,,
MUSIC 100,001,Saturday,"April 25, 2015",12:30 PM,3:00 PM,TBA,,,
MUSIC 100,002,Saturday,"April 25, 2015",12:30 PM,2:00 PM,TBA,,,
MUSIC 240,001,Saturday,"April 11, 2015",4:00 PM,6:30 PM,TBA,,,
MUSIC 246,001,Thursday,"April 23, 2015",7:30 PM,10:00 PM,TBA,,,
MUSIC 253,001,Friday,"April 24, 2015",7:30 PM,9:30 PM,TBA,,,
MUSIC 254,001,Friday,"April 10, 2015",9:00 AM,11:30 AM,TBA,,,
MUSIC 270,001,Wednesday,"April 22, 2015",12:30 PM,3:00 PM,TBA,,,
MUSIC 290,001,Friday,"April 10, 2015",9:00 AM,11:30 AM,TBA,,,
NE 113,001,Friday,"April 17, 2015",4:00 PM,6:30 PM,"PAC 3,8",,,
NE 122,001,Monday,"April 13, 2015",4:00 PM,6:30 PM,DC 1351,,,
NE 125,001,Wednesday,"April 15, 2015",12:30 PM,3:00 PM,DC 1350,,,
NE 131,001,Monday,"April 20, 2015",12:30 PM,3:00 PM,"PAC 11,12",,,
NE 452,001,Wednesday,"April 15, 2015",9:00 AM,11:30 AM,MC 4041,,,
NE 469,001,Tuesday,"April 14, 2015",7:30 PM,10:00 PM,PAC 6,,,
NE 469,002,Friday,"April 17, 2015",4:00 PM,6:30 PM,PAC 10,,,
NE 479,001,Thursday,"April 16, 2015",9:00 AM,11:30 AM,PAC 12,,,
NE 479,002,Monday,"April 20, 2015",9:00 AM,11:30 AM,RCH 211,,,
NE 489,001,Friday,"April 10, 2015",12:30 PM,3:00 PM,RCH 308,,,
NE 489,002,Tuesday,"April 21, 2015",7:30 PM,10:00 PM,PAC 10,,,
NE 499,001,Saturday,"April 18, 2015",12:30 PM,3:00 PM,PAC 8,,,
NE 499,002,Monday,"April 20, 2015",7:30 PM,10:00 PM,PAC 9,,,
OPTOM 103,001,Monday,"April 20, 2015",9:00 AM,10:30 AM,REV 200,,,
OPTOM 114,001,Monday,"April 13, 2015",9:00 AM,11:30 AM,REV 200,,,
OPTOM 134,001,Wednesday,"April 22, 2015",9:00 AM,10:30 AM,REV 200,,,
OPTOM 143,001,Wednesday,"April 15, 2015",9:00 AM,11:30 AM,REV 200,,,
OPTOM 152,001,Friday,"April 17, 2015",9:00 AM,11:30 AM,REV 200,,,
OPTOM 246,001,Wednesday,"April 15, 2015",12:30 PM,2:30 PM,REV 200,,,
OPTOM 250,001,Monday,"April 20, 2015",12:30 PM,2:00 PM,REV 200,,,
OPTOM 255,001,Monday,"April 13, 2015",12:30 PM,2:30 PM,REV 200,,,
OPTOM 261,001,Friday,"April 10, 2015",12:30 PM,3:00 PM,REV 200,,,
OPTOM 262,001,Friday,"April 24, 2015",12:30 PM,1:30 PM,REV 200,,,
OPTOM 270,001,Wednesday,"April 22, 2015",12:30 PM,2:00 PM,REV 200,,,
OPTOM 272,001,Friday,"April 17, 2015",12:30 PM,2:30 PM,REV 200,,,
OPTOM 339,001,Friday,"April 10, 2015",9:00 AM,11:00 AM,REV 200,,,
OPTOM 342B,001,Friday,"April 10, 2015",4:00 PM,6:30 PM,REV 200,,,
OPTOM 365,001,Monday,"April 20, 2015",4:00 PM,6:30 PM,REV 200,,,
OPTOM 367,001,Friday,"April 17, 2015",4:00 PM,6:30 PM,REV 200,,,
OPTOM 377,001,Monday,"April 13, 2015",4:00 PM,6:30 PM,REV 200,,,
OPTOM 385,001,Wednesday,"April 15, 2015",4:00 PM,6:30 PM,REV 200,,,
PACS 101,001,Saturday,"April 11, 2015",12:30 PM,3:00 PM,TBA,,,
PACS 201,001,Friday,"April 24, 2015",4:00 PM,6:30 PM,TBA,,,
PACS 202,001,Monday,"April 13, 2015",12:30 PM,3:00 PM,TBA,,,
PACS 202,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
PACS 302,002,Friday,"April 17, 2015",12:30 PM,2:30 PM,TBA,,,
PHIL 110B,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
PHIL 118J,001,Thursday,"April 16, 2015",12:30 PM,3:00 PM,TBA,,,
PHIL 145,001,Wednesday,"April 22, 2015",7:30 PM,10:00 PM,TBA,,,
PHIL 145,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
PHIL 202,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
PHIL 209,001,Monday,"April 20, 2015",7:30 PM,10:00 PM,TBA,,,
PHIL 215,001,Wednesday,"April 15, 2015",4:00 PM,6:30 PM,PAC 8,,,
PHIL 215,002,Wednesday,"April 15, 2015",4:00 PM,6:30 PM,PAC 2,,,
PHIL 215,003,Wednesday,"April 15, 2015",4:00 PM,6:30 PM,PAC 4,,,
PHIL 215,004,Wednesday,"April 15, 2015",4:00 PM,6:30 PM,PAC 1,,,
PHIL 215,005,Wednesday,"April 15, 2015",4:00 PM,6:30 PM,PAC 5,,,
PHIL 219J,001,Wednesday,"April 15, 2015",9:00 AM,11:30 AM,TBA,,,
PHIL 221,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
PHIL 224,001,Saturday,"April 11, 2015",7:30 PM,10:00 PM,TBA,,,
PHIL 240,001,Tuesday,"April 14, 2015",7:30 PM,10:00 PM,TBA,,,
PHIL 265,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
PHIL 380,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
PHIL 405,001,Monday,"April 13, 2015",9:00 AM,11:30 AM,TBA,,,
PHYS 111,"001,002",Wednesday,"April 22, 2015",12:30 PM,3:00 PM,"PAC 4,5,6,7,8",,,
PHYS 111,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
PHYS 112,001 to 003,Wednesday,"April 22, 2015",9:00 AM,11:30 AM,"PAC 4,5,6,7,8,9,10",,,
PHYS 112L,001 to 022,Wednesday,"April 22, 2015",7:30 PM,8:30 PM,"PAC 4,5,6,7,8",,,
PHYS 121,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
PHYS 122,"001,002",Wednesday,"April 22, 2015",9:00 AM,11:30 AM,"PAC 1,2,3",,,
PHYS 122L,001 to 004,Wednesday,"April 22, 2015",7:30 PM,8:30 PM,PAC 2,,,
PHYS 124,001,Thursday,"April 16, 2015",9:00 AM,11:30 AM,M3 1006,,,
PHYS 125,001,Friday,"April 17, 2015",9:00 AM,11:30 AM,"RCH 305,307",,,
PHYS 132L,001 to 005,Wednesday,"April 22, 2015",7:30 PM,8:30 PM,PAC 1,,,
PHYS 175,001,Saturday,"April 18, 2015",4:00 PM,6:30 PM,PAC 5,,,
PHYS 233,001,Thursday,"April 23, 2015",9:00 AM,11:30 AM,PAC 11,,,
PHYS 234,001,Saturday,"April 18, 2015",12:30 PM,3:00 PM,PAC 6,,,
PHYS 239,001,Saturday,"April 11, 2015",12:30 PM,3:00 PM,TBA,,,
PHYS 242,001,Thursday,"April 23, 2015",9:00 AM,11:30 AM,MC 4059,,,
PHYS 256,001,Monday,"April 13, 2015",7:30 PM,10:00 PM,PAC 8,,,
PHYS 263,001,Tuesday,"April 14, 2015",4:00 PM,6:30 PM,TBA,,,
PHYS 270,001,Tuesday,"April 21, 2015",9:00 AM,11:30 AM,TBA,,,
PHYS 280,001,Friday,"April 24, 2015",12:30 PM,3:00 PM,TBA,,,
PHYS 335,001,Saturday,"April 18, 2015",12:30 PM,3:00 PM,TBA,,,
PHYS 342,001,Wednesday,"April 22, 2015",12:30 PM,3:00 PM,TBA,,,
PHYS 359,001,Saturday,"April 11, 2015",7:30 PM,10:00 PM,TBA,,,
PHYS 365,001,Friday,"April 10, 2015",7:30 PM,10:00 PM,TBA,,,
PHYS 375,001,Friday,"April 17, 2015",12:30 PM,3:00 PM,TBA,,,
PHYS 383,001,Monday,"April 20, 2015",12:30 PM,3:00 PM,TBA,,,
PHYS 392,001,Tuesday,"April 14, 2015",4:00 PM,6:30 PM,TBA,,,
PHYS 394,001,Monday,"April 13, 2015",9:00 AM,11:30 AM,TBA,,,
PHYS 396,001,Exam removed from schedule. Contact instructor for further information.,,,,,,,
PHYS 435,001,Monday,"April 13, 2015",7:30 PM,10:00 PM,TBA,,,
PHYS 441B,001,Thursday,"April 16, 2015",9:00 AM,11:30 AM,TBA,,,
PHYS 467,001,Monday,"April 20, 2015",4:00 PM,6:30 PM,MC 1085,,,
PHYS 476,001,Friday,"April 10, 2015",9:00 AM,11:30 AM,RCH 307,,,
PLAN 203,001,Tuesday,"April 14, 2015",12:30 PM,3:00 PM,"PAC 11,12",,,
PLAN 281,001,Monday,"April 20, 2015",12:30 PM,3:00 PM,"PAC 7,8",,,
PLAN 341,001,Friday,"April 24, 2015",4:00 PM,6:30 PM,"PAC 1,2",,,
PLAN 471,001,Wednesday,"April 15, 2015",7:30 PM,10:00 PM,PAC 6,,,
PLAN 478,001,Saturday,"April 11, 2015",7:30 PM,10:00 PM,TBA,,,
PLAN 630,001,Wednesday,"April 15, 2015",7:30 PM,10:00 PM,PAC 6,,,
PMATH 331,001,Saturday,"April 18, 2015",7:30 PM,10:00 PM,TBA,,,
PMATH 332,001,Saturday,"April 25, 2015",12:30 PM,3:00 PM,MC 4041,,,
PMATH 336,001,Friday,"April 17, 2015",7:30 PM,10:00 PM,PAC 4,,,
PMATH 340,001,Saturday,"April 11, 2015",7:30 PM,10:00 PM,MC 4061,,,
PMATH 348,001,Tuesday,"April 21, 2015",4:00 PM,6:30 PM,PAC 2,,,
PMATH 352,001,Saturday,"April 25, 2015",9:00 AM,11:30 AM,"PAC 9,10",,,
PMATH 441,001,Saturday,"April 11, 2015",7:30 PM,10:00 PM,MC 4063,,,
PMATH 446,001,Monday,"April 20, 2015",7:30 PM,10:00 PM,PAC 10,,,
PMATH 450,001,Saturday,"April 18, 2015",7:30 PM,10:00 PM,MC 4061,,,
PMATH 467,001,Saturday,"April 11, 2015",9:00 AM,11:30 AM,TBA,,,
PMATH 641,001,Saturday,"April 11, 2015",7:30 PM,10:00 PM,MC 4063,,,
PMATH 646,001,Monday,"April 20, 2015",7:30 PM,10:00 PM,PAC 10,,,
PMATH 650,001,Saturday,"April 18, 2015",7:30 PM,10:00 PM,MC 4061,,,
PMATH 667,001,Saturday,"April 11, 2015",9:00 AM,11:30 AM,TBA,,,
PORT 102,001,Tuesday,"April 14, 2015",4:00 PM,6:00 PM,MC 4041,,,
PSCI 150,"001,002",Thursday,"April 23, 2015",9:00 AM,11:30 AM,"PAC 5,6,7",,,
PSCI 244,001,Saturday,"April 25, 2015",12:30 PM,2:30 PM,DC 1350,,,
PSCI 250,001,Friday,"April 17, 2015",4:00 PM,6:30 PM,MC 4061,,,
PSCI 283,001,Wednesday,"April 15, 2015",12:30 PM,2:30 PM,RCH 309,,,
PSCI 355,001,Saturday,"April 11, 2015",7:30 PM,10:00 PM,MC 4041,,,
PSYCH 101,001,Saturday,"April 18, 2015",7:30 PM,9:30 PM,"PAC 1,2,3,4,5,6",,,
PSYCH 101,002,Saturday,"April 18, 2015",7:30 PM,9:00 PM,"PAC 7,8,9,10,11,12",,,
PSYCH 101,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
PSYCH 207,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
PSYCH 211,001,Saturday,"April 18, 2015",4:00 PM,6:00 PM,"DC 1350,1351, MC 1085",,,
PSYCH 212R,001,Monday,"April 20, 2015",9:00 AM,11:30 AM,TBA,,,
PSYCH 213R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
PSYCH 253,001,Monday,"April 20, 2015",4:00 PM,6:30 PM,"PAC 1,2,3,9",,,
PSYCH 257,001,Thursday,"April 16, 2015",7:30 PM,9:30 PM,"PAC 4,5,6,7",,,
PSYCH 257R,001,Wednesday,"April 15, 2015",7:30 PM,10:00 PM,TBA,,,
PSYCH 292,001,Friday,"April 17, 2015",4:00 PM,6:30 PM,"PAC 1,2,9",,,
PSYCH 312,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
PSYCH 317,001,Wednesday,"April 22, 2015",12:30 PM,3:00 PM,"PAC 11,12",,,
PSYCH 318,001,Saturday,"April 18, 2015",12:30 PM,3:00 PM,TBA,,,
PSYCH 334R,001,Friday,"April 10, 2015",9:00 AM,11:30 AM,TBA,,,
PSYCH 338,001,Wednesday,"April 15, 2015",12:30 PM,1:30 PM,M3 1006,,,
PSYCH 340,001,Saturday,"April 25, 2015",12:30 PM,2:00 PM,MC 4061,,,
PSYCH 349R,001,Tuesday,"April 14, 2015",7:30 PM,10:00 PM,TBA,,,
PSYCH 356,001,Tuesday,"April 14, 2015",9:00 AM,10:30 AM,"MC 2017,2054",,,
PSYCH 380,001,Friday,"April 10, 2015",7:30 PM,10:00 PM,PAC 12,,,
PSYCH 391,001,Thursday,"April 16, 2015",12:30 PM,2:30 PM,MC 4040,,,
PSYCH 492,001,Thursday,"April 16, 2015",12:30 PM,2:30 PM,MC 4045,,,
REC 100,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
REC 100,082 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
REC 251,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
REC 362,001,Friday,"April 17, 2015",12:30 PM,3:00 PM,M3 1006,,,
REC 383,001,Friday,"April 10, 2015",9:00 AM,11:30 AM,PAC 12,,,
REES 180,001,Monday,"April 20, 2015",12:30 PM,3:00 PM,TBA,,,
REES 274,001,Tuesday,"April 21, 2015",9:00 AM,11:30 AM,TBA,,,
RS 100,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
RS 110,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
RS 170,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
RS 203,001,Saturday,"April 18, 2015",12:30 PM,2:30 PM,TBA,,,
RS 235,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
RS 338,001,Monday,"April 20, 2015",7:30 PM,10:00 PM,TBA,,,
RS 342,001,Tuesday,"April 14, 2015",9:00 AM,11:30 AM,TBA,,,
RUSS 101,001,Saturday,"April 25, 2015",4:00 PM,6:30 PM,TBA,,,
RUSS 102,001,Wednesday,"April 15, 2015",9:00 AM,11:30 AM,TBA,,,
SCI 201,001,Tuesday,"April 14, 2015",12:30 PM,3:00 PM,DC 1351,,,
SCI 227,001,Monday,"April 20, 2015",9:00 AM,11:30 AM,RCH 105,,,
SCI 238,001,Monday,"April 20, 2015",4:00 PM,6:30 PM,"PAC 7,8,10",,,
SDS 131R,001,Tuesday,"April 21, 2015",12:30 PM,3:00 PM,TBA,,,
SDS 131R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
SDS 150R,"001,002",Tuesday,"April 14, 2015",12:30 PM,3:00 PM,TBA,,,
SDS 150R,003,Monday,"April 20, 2015",9:00 AM,11:30 AM,TBA,,,
SDS 150R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
SDS 210R,001,Tuesday,"April 14, 2015",12:30 PM,3:00 PM,TBA,,,
SDS 250R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
SDS 312R,001,Friday,"April 10, 2015",12:30 PM,3:00 PM,TBA,,,
SE 350,001,Friday,"April 10, 2015",12:30 PM,3:00 PM,"PAC 11,12",,,
SE 465,"001,002",Tuesday,"April 21, 2015",12:30 PM,3:00 PM,"PAC 4,5,6,7",,,
SI 101R,001,Saturday,"April 11, 2015",7:30 PM,9:30 PM,TBA,,,
SI 202R,001,Friday,"April 17, 2015",9:00 AM,11:30 AM,TBA,,,
SI 302R,001,Monday,"April 13, 2015",9:00 AM,10:30 AM,TBA,,,
SMF 204,001,Tuesday,"April 21, 2015",7:30 PM,10:00 PM,TBA,,,
SMF 318,001,Friday,"April 10, 2015",9:00 AM,11:30 AM,TBA,,,
SOC 101,001,Wednesday,"April 15, 2015",7:30 PM,10:00 PM,"PAC 1,2,3,9",,,
SOC 101,002,Friday,"April 17, 2015",4:00 PM,6:30 PM,TBA,,,
SOC 101,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
SOC 201,001,Friday,"April 17, 2015",9:00 AM,11:00 AM,TBA,,,
SOC 202,001,Saturday,"April 11, 2015",7:30 PM,10:00 PM,TBA,,,
SOC 222,001,Wednesday,"April 22, 2015",4:00 PM,6:30 PM,TBA,,,
SOC 226,001,Thursday,"April 23, 2015",12:30 PM,3:00 PM,TBA,,,
SOC 227,001,Wednesday,"April 15, 2015",12:30 PM,2:30 PM,TBA,,,
SOC 229,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
SOC 240,001,Monday,"April 20, 2015",7:30 PM,9:30 PM,RCH 301,,,
SOC 253,001,Tuesday,"April 21, 2015",12:30 PM,3:00 PM,TBA,,,
SOC 280,001,Wednesday,"April 22, 2015",7:30 PM,9:30 PM,RCH 307,,,
SOC 321,001,Saturday,"April 18, 2015",12:30 PM,3:00 PM,TBA,,,
SOC 325,001,Tuesday,"April 21, 2015",9:00 AM,11:30 AM,TBA,,,
SOC 326,001,Friday,"April 24, 2015",4:00 PM,6:30 PM,TBA,,,
SOC 327,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
SOC 352,001,Friday,"April 17, 2015",12:30 PM,3:00 PM,M3 1006,,,
SOCWK 120R,001,Friday,"April 10, 2015",9:00 AM,11:30 AM,TBA,,,
SOCWK 120R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
SOCWK 220R,001,Monday,"April 13, 2015",4:00 PM,6:30 PM,TBA,,,
SOCWK 221R,001,Saturday,"April 11, 2015",7:30 PM,10:00 PM,TBA,,,
SOCWK 221R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
SOCWK 222R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
SOCWK 300R,001,Monday,"April 13, 2015",9:00 AM,11:30 AM,TBA,,,
SOCWK 300R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
SOCWK 320R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
SOCWK 355R,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
SPAN 101,001 to 005,Friday,"April 17, 2015",7:30 PM,9:30 PM,M3 1006,,,
SPAN 102,"001,002",Thursday,"April 23, 2015",9:00 AM,11:00 AM,MC 4061,,,
SPAN 102,081 Online,See https://uwaterloo.ca/quest/help/students/how-do-i/online-exam-schedule,,,,,,,
SPAN 201B,002,Wednesday,"April 22, 2015",4:00 PM,6:00 PM,RCH 205,,,
SPCOM 228,001,Tuesday,"April 21, 2015",4:00 PM,6:30 PM,PAC 10,,,
SPCOM 323,001,Tuesday,"April 14, 2015",9:00 AM,11:30 AM,TBA,,,
SPCOM 491,002,Friday,"April 10, 2015",9:00 AM,11:30 AM,TBA,,,
STAT 202,"001,002",Thursday,"April 23, 2015",12:30 PM,3:00 PM,"PAC 1,2,3",,,
STAT 211,"001,002",Monday,"April 20, 2015",12:30 PM,3:00 PM,"PAC 4,5,6",,,
STAT 220,001,Saturday,"April 11, 2015",7:30 PM,10:00 PM,MC 4042,,,
STAT 221,001,Tuesday,"April 21, 2015",4:00 PM,6:30 PM,PAC 9,,,
STAT 230,"001,002",Friday,"April 10, 2015",4:00 PM,6:30 PM,"M3 1006, MC 4021,4059,4061",,,
STAT 231,001 to 003,Tuesday,"April 21, 2015",7:30 PM,10:00 PM,"PAC 1,2,3,4,5,6",,,
